"","julian_day","hr_bin","Common.name","n"
"5899",176,1,"Red-eyed Vireo",1146
"5900",176,1,"Red-headed Woodpecker",1196
"5901",176,1,"Red-shouldered Hawk",1131
"5902",176,1,"Red-tailed Hawk",1200
"5903",176,1,"Red-winged Blackbird",1148
"5904",176,1,"Ruby-throated Hummingbird",1196
"5905",176,1,"Scarlet Tanager",1195
"5906",176,1,"Summer Tanager",1200
"5907",176,1,"Tufted Titmouse",1196
"5908",176,1,"Turkey Vulture",63
"5909",176,1,"White-breasted Nuthatch",1168
"5910",176,1,"White-eyed Vireo",1187
"5911",176,1,"Yellow-billed Cuckoo",1200
"5912",176,1,"Yellow-throated Vireo",1200
"5913",176,1,"Yellow-throated Warbler",1200
"5914",176,2,"Acadian Flycatcher",1200
"5915",176,2,"American Crow",1176
"5916",176,2,"American Goldfinch",1200
"5917",176,2,"American Redstart",1200
"5918",176,2,"Barred Owl",1190
"5919",176,2,"Belted Kingfisher",1196
"5920",176,2,"Black Vulture",1148
"5921",176,2,"Black-and-white Warbler",1200
"5922",176,2,"Blue Grosbeak",1200
"5923",176,2,"Blue Jay",1199
"5924",176,2,"Blue-gray Gnatcatcher",1200
"5925",176,2,"Brown Thrasher",886
"5926",176,2,"Brown-headed Cowbird",1200
"5927",176,2,"Brown-headed Nuthatch",1194
"5928",176,2,"Carolina Chickadee",1198
"5929",176,2,"Carolina Wren",1188
"5930",176,2,"Chimney Swift",1197
"5931",176,2,"Chipping Sparrow",1199
"5932",176,2,"Common Grackle",1184
"5933",176,2,"Common Yellowthroat",1200
"5934",176,2,"Downy Woodpecker",1189
"5935",176,2,"Eastern Bluebird",1199
"5936",176,2,"Eastern Kingbird",1198
"5937",176,2,"Eastern Phoebe",1189
"5938",176,2,"Eastern Towhee",1200
"5939",176,2,"Eastern Wood-Pewee",1200
"5940",176,2,"European Starling",408
"5941",176,2,"Fish Crow",1012
"5942",176,2,"Great Blue Heron",1140
"5943",176,2,"Great Crested Flycatcher",1200
"5944",176,2,"Hairy Woodpecker",1188
"5945",176,2,"House Finch",1163
"5946",176,2,"Indigo Bunting",1200
"5947",176,2,"Killdeer",575
"5948",176,2,"Mourning Dove",1198
"5949",176,2,"Northern Cardinal",1200
"5950",176,2,"Northern Flicker",1191
"5951",176,2,"Northern Mockingbird",942
"5952",176,2,"Northern Parula",1200
"5953",176,2,"Osprey",1164
"5954",176,2,"Ovenbird",1200
"5955",176,2,"Pileated Woodpecker",1200
"5956",176,2,"Pine Warbler",1199
"5957",176,2,"Red-bellied Woodpecker",1191
"5958",176,2,"Red-eyed Vireo",1125
"5959",176,2,"Red-headed Woodpecker",1200
"5960",176,2,"Red-shouldered Hawk",1184
"5961",176,2,"Red-tailed Hawk",1200
"5962",176,2,"Red-winged Blackbird",1193
"5963",176,2,"Ruby-throated Hummingbird",1198
"5964",176,2,"Scarlet Tanager",1197
"5965",176,2,"Summer Tanager",1200
"5966",176,2,"Tufted Titmouse",1200
"5967",176,2,"Turkey Vulture",89
"5968",176,2,"White-breasted Nuthatch",1185
"5969",176,2,"White-eyed Vireo",1197
"5970",176,2,"Yellow-billed Cuckoo",1200
"5971",176,2,"Yellow-throated Vireo",1197
"5972",176,2,"Yellow-throated Warbler",1200
"5973",176,3,"Acadian Flycatcher",1199
"5974",176,3,"American Crow",1194
"5975",176,3,"American Goldfinch",1199
"5976",176,3,"American Redstart",1199
"5977",176,3,"Barred Owl",1198
"5978",176,3,"Belted Kingfisher",1198
"5979",176,3,"Black Vulture",1123
"5980",176,3,"Black-and-white Warbler",1199
"5981",176,3,"Blue Grosbeak",1199
"5982",176,3,"Blue Jay",1197
"5983",176,3,"Blue-gray Gnatcatcher",1199
"5984",176,3,"Brown Thrasher",794
"5985",176,3,"Brown-headed Cowbird",1199
"5986",176,3,"Brown-headed Nuthatch",1199
"5987",176,3,"Carolina Chickadee",1199
"5988",176,3,"Carolina Wren",1188
"5989",176,3,"Chimney Swift",1187
"5990",176,3,"Chipping Sparrow",1199
"5991",176,3,"Common Grackle",1186
"5992",176,3,"Common Yellowthroat",1199
"5993",176,3,"Downy Woodpecker",1197
"5994",176,3,"Eastern Bluebird",1197
"5995",176,3,"Eastern Kingbird",1198
"5996",176,3,"Eastern Phoebe",1197
"5997",176,3,"Eastern Towhee",1199
"5998",176,3,"Eastern Wood-Pewee",1199
"5999",176,3,"European Starling",558
"6000",176,3,"Fish Crow",1062
"6001",176,3,"Great Blue Heron",1188
"6002",176,3,"Great Crested Flycatcher",1199
"6003",176,3,"Hairy Woodpecker",1183
"6004",176,3,"House Finch",1110
"6005",176,3,"Indigo Bunting",1199
"6006",176,3,"Killdeer",884
"6007",176,3,"Mourning Dove",1199
"6008",176,3,"Northern Cardinal",1198
"6009",176,3,"Northern Flicker",1194
"6010",176,3,"Northern Mockingbird",1016
"6011",176,3,"Northern Parula",1199
"6012",176,3,"Osprey",1165
"6013",176,3,"Ovenbird",1199
"6014",176,3,"Pileated Woodpecker",1199
"6015",176,3,"Pine Warbler",1198
"6016",176,3,"Red-bellied Woodpecker",1199
"6017",176,3,"Red-eyed Vireo",1092
"6018",176,3,"Red-headed Woodpecker",1199
"6019",176,3,"Red-shouldered Hawk",1197
"6020",176,3,"Red-tailed Hawk",1199
"6021",176,3,"Red-winged Blackbird",1198
"6022",176,3,"Ruby-throated Hummingbird",1198
"6023",176,3,"Scarlet Tanager",1196
"6024",176,3,"Summer Tanager",1199
"6025",176,3,"Tufted Titmouse",1199
"6026",176,3,"Turkey Vulture",47
"6027",176,3,"White-breasted Nuthatch",1173
"6028",176,3,"White-eyed Vireo",1198
"6029",176,3,"Yellow-billed Cuckoo",1199
"6030",176,3,"Yellow-throated Vireo",1199
"6031",176,3,"Yellow-throated Warbler",1199
"6032",177,0,"Acadian Flycatcher",1
"6033",177,0,"American Crow",1
"6034",177,0,"American Goldfinch",1
"6035",177,0,"American Redstart",1
"6036",177,0,"Barred Owl",1
"6037",177,0,"Belted Kingfisher",1
"6038",177,0,"Black Vulture",1
"6039",177,0,"Black-and-white Warbler",1
"6040",177,0,"Blue Grosbeak",1
"6041",177,0,"Blue Jay",1
"6042",177,0,"Blue-gray Gnatcatcher",1
"6043",177,0,"Brown Thrasher",1
"6044",177,0,"Brown-headed Cowbird",1
"6045",177,0,"Brown-headed Nuthatch",1
"6046",177,0,"Carolina Chickadee",1
"6047",177,0,"Carolina Wren",1
"6048",177,0,"Chimney Swift",1
"6049",177,0,"Chipping Sparrow",1
"6050",177,0,"Common Grackle",1
"6051",177,0,"Common Yellowthroat",1
"6052",177,0,"Downy Woodpecker",1
"6053",177,0,"Eastern Bluebird",1
"6054",177,0,"Eastern Kingbird",1
"6055",177,0,"Eastern Phoebe",1
"6056",177,0,"Eastern Towhee",1
"6057",177,0,"Eastern Wood-Pewee",1
"6058",177,0,"Fish Crow",1
"6059",177,0,"Great Blue Heron",1
"6060",177,0,"Great Crested Flycatcher",1
"6061",177,0,"Hairy Woodpecker",1
"6062",177,0,"House Finch",1
"6063",177,0,"Indigo Bunting",1
"6064",177,0,"Killdeer",1
"6065",177,0,"Mourning Dove",1
"6066",177,0,"Northern Cardinal",1
"6067",177,0,"Northern Flicker",1
"6068",177,0,"Northern Mockingbird",1
"6069",177,0,"Northern Parula",1
"6070",177,0,"Osprey",1
"6071",177,0,"Ovenbird",1
"6072",177,0,"Pileated Woodpecker",1
"6073",177,0,"Pine Warbler",1
"6074",177,0,"Red-bellied Woodpecker",1
"6075",177,0,"Red-eyed Vireo",1
"6076",177,0,"Red-headed Woodpecker",1
"6077",177,0,"Red-shouldered Hawk",1
"6078",177,0,"Red-tailed Hawk",1
"6079",177,0,"Red-winged Blackbird",1
"6080",177,0,"Ruby-throated Hummingbird",1
"6081",177,0,"Scarlet Tanager",1
"6082",177,0,"Summer Tanager",1
"6083",177,0,"Tufted Titmouse",1
"6084",177,0,"White-breasted Nuthatch",1
"6085",177,0,"White-eyed Vireo",1
"6086",177,0,"Yellow-billed Cuckoo",1
"6087",177,0,"Yellow-throated Vireo",1
"6088",177,0,"Yellow-throated Warbler",1
"6089",177,1,"Acadian Flycatcher",1200
"6090",177,1,"American Crow",1170
"6091",177,1,"American Goldfinch",1194
"6092",177,1,"American Redstart",1199
"6093",177,1,"Barred Owl",1186
"6094",177,1,"Belted Kingfisher",1188
"6095",177,1,"Black Vulture",787
"6096",177,1,"Black-and-white Warbler",1200
"6097",177,1,"Blue Grosbeak",1200
"6098",177,1,"Blue Jay",1196
"6099",177,1,"Blue-gray Gnatcatcher",1200
"6100",177,1,"Brown Thrasher",839
"6101",177,1,"Brown-headed Cowbird",1200
"6102",177,1,"Brown-headed Nuthatch",1190
"6103",177,1,"Carolina Chickadee",1198
"6104",177,1,"Carolina Wren",1192
"6105",177,1,"Chimney Swift",1195
"6106",177,1,"Chipping Sparrow",1199
"6107",177,1,"Common Grackle",1176
"6108",177,1,"Common Yellowthroat",1197
"6109",177,1,"Downy Woodpecker",1180
"6110",177,1,"Eastern Bluebird",1196
"6111",177,1,"Eastern Kingbird",1192
"6112",177,1,"Eastern Phoebe",1187
"6113",177,1,"Eastern Towhee",1200
"6114",177,1,"Eastern Wood-Pewee",1198
"6115",177,1,"European Starling",166
"6116",177,1,"Fish Crow",1024
"6117",177,1,"Great Blue Heron",954
"6118",177,1,"Great Crested Flycatcher",1199
"6119",177,1,"Hairy Woodpecker",1167
"6120",177,1,"House Finch",1179
"6121",177,1,"Indigo Bunting",1200
"6122",177,1,"Killdeer",584
"6123",177,1,"Mourning Dove",1198
"6124",177,1,"Northern Cardinal",1193
"6125",177,1,"Northern Flicker",1179
"6126",177,1,"Northern Mockingbird",915
"6127",177,1,"Northern Parula",1200
"6128",177,1,"Osprey",1124
"6129",177,1,"Ovenbird",1197
"6130",177,1,"Pileated Woodpecker",1192
"6131",177,1,"Pine Warbler",1198
"6132",177,1,"Red-bellied Woodpecker",1190
"6133",177,1,"Red-eyed Vireo",1176
"6134",177,1,"Red-headed Woodpecker",1197
"6135",177,1,"Red-shouldered Hawk",1175
"6136",177,1,"Red-tailed Hawk",1200
"6137",177,1,"Red-winged Blackbird",1183
"6138",177,1,"Ruby-throated Hummingbird",1192
"6139",177,1,"Scarlet Tanager",1197
"6140",177,1,"Summer Tanager",1200
"6141",177,1,"Tufted Titmouse",1197
"6142",177,1,"Turkey Vulture",51
"6143",177,1,"White-breasted Nuthatch",1193
"6144",177,1,"White-eyed Vireo",1193
"6145",177,1,"Yellow-billed Cuckoo",1199
"6146",177,1,"Yellow-throated Vireo",1198
"6147",177,1,"Yellow-throated Warbler",1200
"6148",177,2,"Acadian Flycatcher",1200
"6149",177,2,"American Crow",1193
"6150",177,2,"American Goldfinch",1196
"6151",177,2,"American Redstart",1197
"6152",177,2,"Barred Owl",1198
"6153",177,2,"Belted Kingfisher",1193
"6154",177,2,"Black Vulture",501
"6155",177,2,"Black-and-white Warbler",1200
"6156",177,2,"Blue Grosbeak",1200
"6157",177,2,"Blue Jay",1199
"6158",177,2,"Blue-gray Gnatcatcher",1200
"6159",177,2,"Brown Thrasher",619
"6160",177,2,"Brown-headed Cowbird",1200
"6161",177,2,"Brown-headed Nuthatch",1173
"6162",177,2,"Carolina Chickadee",1200
"6163",177,2,"Carolina Wren",1178
"6164",177,2,"Chimney Swift",1196
"6165",177,2,"Chipping Sparrow",1198
"6166",177,2,"Common Grackle",1177
"6167",177,2,"Common Yellowthroat",1199
"6168",177,2,"Downy Woodpecker",1124
"6169",177,2,"Eastern Bluebird",1197
"6170",177,2,"Eastern Kingbird",1170
"6171",177,2,"Eastern Phoebe",1184
"6172",177,2,"Eastern Towhee",1200
"6173",177,2,"Eastern Wood-Pewee",1200
"6174",177,2,"European Starling",109
"6175",177,2,"Fish Crow",823
"6176",177,2,"Great Blue Heron",1129
"6177",177,2,"Great Crested Flycatcher",1198
"6178",177,2,"Hairy Woodpecker",1180
"6179",177,2,"House Finch",1134
"6180",177,2,"Indigo Bunting",1200
"6181",177,2,"Killdeer",679
"6182",177,2,"Mourning Dove",1196
"6183",177,2,"Northern Cardinal",1198
"6184",177,2,"Northern Flicker",1192
"6185",177,2,"Northern Mockingbird",596
"6186",177,2,"Northern Parula",1200
"6187",177,2,"Osprey",1080
"6188",177,2,"Ovenbird",1198
"6189",177,2,"Pileated Woodpecker",1198
"6190",177,2,"Pine Warbler",1200
"6191",177,2,"Red-bellied Woodpecker",1196
"6192",177,2,"Red-eyed Vireo",1160
"6193",177,2,"Red-headed Woodpecker",1195
"6194",177,2,"Red-shouldered Hawk",1194
"6195",177,2,"Red-tailed Hawk",1200
"6196",177,2,"Red-winged Blackbird",1186
"6197",177,2,"Ruby-throated Hummingbird",1197
"6198",177,2,"Scarlet Tanager",1192
"6199",177,2,"Summer Tanager",1199
"6200",177,2,"Tufted Titmouse",1200
"6201",177,2,"Turkey Vulture",10
"6202",177,2,"White-breasted Nuthatch",1195
"6203",177,2,"White-eyed Vireo",1191
"6204",177,2,"Yellow-billed Cuckoo",1200
"6205",177,2,"Yellow-throated Vireo",1199
"6206",177,2,"Yellow-throated Warbler",1200
"6207",177,3,"Acadian Flycatcher",1199
"6208",177,3,"American Crow",1162
"6209",177,3,"American Goldfinch",1183
"6210",177,3,"American Redstart",1196
"6211",177,3,"Barred Owl",1193
"6212",177,3,"Belted Kingfisher",1141
"6213",177,3,"Black Vulture",830
"6214",177,3,"Black-and-white Warbler",1199
"6215",177,3,"Blue Grosbeak",1192
"6216",177,3,"Blue Jay",1193
"6217",177,3,"Blue-gray Gnatcatcher",1198
"6218",177,3,"Brown Thrasher",623
"6219",177,3,"Brown-headed Cowbird",1198
"6220",177,3,"Brown-headed Nuthatch",1184
"6221",177,3,"Carolina Chickadee",1196
"6222",177,3,"Carolina Wren",1154
"6223",177,3,"Chimney Swift",1126
"6224",177,3,"Chipping Sparrow",1187
"6225",177,3,"Common Grackle",1142
"6226",177,3,"Common Yellowthroat",1191
"6227",177,3,"Downy Woodpecker",1156
"6228",177,3,"Eastern Bluebird",1195
"6229",177,3,"Eastern Kingbird",1111
"6230",177,3,"Eastern Phoebe",1156
"6231",177,3,"Eastern Towhee",1197
"6232",177,3,"Eastern Wood-Pewee",1198
"6233",177,3,"European Starling",145
"6234",177,3,"Fish Crow",674
"6235",177,3,"Great Blue Heron",1114
"6236",177,3,"Great Crested Flycatcher",1198
"6237",177,3,"Hairy Woodpecker",1141
"6238",177,3,"House Finch",931
"6239",177,3,"Indigo Bunting",1193
"6240",177,3,"Killdeer",523
"6241",177,3,"Mourning Dove",1179
"6242",177,3,"Northern Cardinal",1190
"6243",177,3,"Northern Flicker",1176
"6244",177,3,"Northern Mockingbird",665
"6245",177,3,"Northern Parula",1199
"6246",177,3,"Osprey",889
"6247",177,3,"Ovenbird",1198
"6248",177,3,"Pileated Woodpecker",1192
"6249",177,3,"Pine Warbler",1199
"6250",177,3,"Red-bellied Woodpecker",1178
"6251",177,3,"Red-eyed Vireo",1163
"6252",177,3,"Red-headed Woodpecker",1182
"6253",177,3,"Red-shouldered Hawk",1181
"6254",177,3,"Red-tailed Hawk",1194
"6255",177,3,"Red-winged Blackbird",1169
"6256",177,3,"Ruby-throated Hummingbird",1192
"6257",177,3,"Scarlet Tanager",1188
"6258",177,3,"Summer Tanager",1198
"6259",177,3,"Tufted Titmouse",1199
"6260",177,3,"Turkey Vulture",41
"6261",177,3,"White-breasted Nuthatch",1171
"6262",177,3,"White-eyed Vireo",1172
"6263",177,3,"Yellow-billed Cuckoo",1194
"6264",177,3,"Yellow-throated Vireo",1195
"6265",177,3,"Yellow-throated Warbler",1199
"6266",178,0,"Acadian Flycatcher",1
"6267",178,0,"American Crow",1
"6268",178,0,"American Goldfinch",1
"6269",178,0,"American Redstart",1
"6270",178,0,"Barred Owl",1
"6271",178,0,"Belted Kingfisher",1
"6272",178,0,"Black Vulture",1
"6273",178,0,"Black-and-white Warbler",1
"6274",178,0,"Blue Grosbeak",1
"6275",178,0,"Blue Jay",1
"6276",178,0,"Blue-gray Gnatcatcher",1
"6277",178,0,"Brown Thrasher",1
"6278",178,0,"Brown-headed Cowbird",1
"6279",178,0,"Brown-headed Nuthatch",1
"6280",178,0,"Carolina Chickadee",1
"6281",178,0,"Carolina Wren",1
"6282",178,0,"Chimney Swift",1
"6283",178,0,"Chipping Sparrow",1
"6284",178,0,"Common Grackle",1
"6285",178,0,"Common Yellowthroat",1
"6286",178,0,"Downy Woodpecker",1
"6287",178,0,"Eastern Bluebird",1
"6288",178,0,"Eastern Kingbird",1
"6289",178,0,"Eastern Phoebe",1
"6290",178,0,"Eastern Towhee",1
"6291",178,0,"Eastern Wood-Pewee",1
"6292",178,0,"Fish Crow",1
"6293",178,0,"Great Blue Heron",1
"6294",178,0,"Great Crested Flycatcher",1
"6295",178,0,"Hairy Woodpecker",1
"6296",178,0,"House Finch",1
"6297",178,0,"Indigo Bunting",1
"6298",178,0,"Killdeer",1
"6299",178,0,"Mourning Dove",1
"6300",178,0,"Northern Cardinal",1
"6301",178,0,"Northern Flicker",1
"6302",178,0,"Northern Mockingbird",1
"6303",178,0,"Northern Parula",1
"6304",178,0,"Osprey",1
"6305",178,0,"Ovenbird",1
"6306",178,0,"Pileated Woodpecker",1
"6307",178,0,"Pine Warbler",1
"6308",178,0,"Red-bellied Woodpecker",1
"6309",178,0,"Red-eyed Vireo",1
"6310",178,0,"Red-headed Woodpecker",1
"6311",178,0,"Red-shouldered Hawk",1
"6312",178,0,"Red-tailed Hawk",1
"6313",178,0,"Red-winged Blackbird",1
"6314",178,0,"Ruby-throated Hummingbird",1
"6315",178,0,"Scarlet Tanager",1
"6316",178,0,"Summer Tanager",1
"6317",178,0,"Tufted Titmouse",1
"6318",178,0,"White-breasted Nuthatch",1
"6319",178,0,"White-eyed Vireo",1
"6320",178,0,"Yellow-billed Cuckoo",1
"6321",178,0,"Yellow-throated Vireo",1
"6322",178,0,"Yellow-throated Warbler",1
"6323",178,1,"Acadian Flycatcher",1200
"6324",178,1,"American Crow",1198
"6325",178,1,"American Goldfinch",1200
"6326",178,1,"American Redstart",1200
"6327",178,1,"Barred Owl",1198
"6328",178,1,"Belted Kingfisher",1200
"6329",178,1,"Black Vulture",1147
"6330",178,1,"Black-and-white Warbler",1200
"6331",178,1,"Blue Grosbeak",1200
"6332",178,1,"Blue Jay",1198
"6333",178,1,"Blue-gray Gnatcatcher",1200
"6334",178,1,"Brown Thrasher",813
"6335",178,1,"Brown-headed Cowbird",1200
"6336",178,1,"Brown-headed Nuthatch",1199
"6337",178,1,"Carolina Chickadee",1198
"6338",178,1,"Carolina Wren",1151
"6339",178,1,"Chimney Swift",1194
"6340",178,1,"Chipping Sparrow",1200
"6341",178,1,"Common Grackle",1193
"6342",178,1,"Common Yellowthroat",1200
"6343",178,1,"Downy Woodpecker",1199
"6344",178,1,"Eastern Bluebird",1200
"6345",178,1,"Eastern Kingbird",1200
"6346",178,1,"Eastern Phoebe",1198
"6347",178,1,"Eastern Towhee",1200
"6348",178,1,"Eastern Wood-Pewee",1199
"6349",178,1,"European Starling",374
"6350",178,1,"Fish Crow",1173
"6351",178,1,"Great Blue Heron",1197
"6352",178,1,"Great Crested Flycatcher",1199
"6353",178,1,"Hairy Woodpecker",1165
"6354",178,1,"House Finch",1048
"6355",178,1,"Indigo Bunting",1200
"6356",178,1,"Killdeer",1001
"6357",178,1,"Mourning Dove",1200
"6358",178,1,"Northern Cardinal",1196
"6359",178,1,"Northern Flicker",1197
"6360",178,1,"Northern Mockingbird",871
"6361",178,1,"Northern Parula",1200
"6362",178,1,"Osprey",1200
"6363",178,1,"Ovenbird",1200
"6364",178,1,"Pileated Woodpecker",1200
"6365",178,1,"Pine Warbler",1200
"6366",178,1,"Red-bellied Woodpecker",1199
"6367",178,1,"Red-eyed Vireo",1193
"6368",178,1,"Red-headed Woodpecker",1200
"6369",178,1,"Red-shouldered Hawk",1192
"6370",178,1,"Red-tailed Hawk",1200
"6371",178,1,"Red-winged Blackbird",1196
"6372",178,1,"Ruby-throated Hummingbird",1200
"6373",178,1,"Scarlet Tanager",1200
"6374",178,1,"Summer Tanager",1200
"6375",178,1,"Tufted Titmouse",1199
"6376",178,1,"Turkey Vulture",15
"6377",178,1,"White-breasted Nuthatch",1197
"6378",178,1,"White-eyed Vireo",1198
"6379",178,1,"Yellow-billed Cuckoo",1200
"6380",178,1,"Yellow-throated Vireo",1200
"6381",178,1,"Yellow-throated Warbler",1200
"6382",178,2,"Acadian Flycatcher",1200
"6383",178,2,"American Crow",1196
"6384",178,2,"American Goldfinch",1199
"6385",178,2,"American Redstart",1200
"6386",178,2,"Barred Owl",1193
"6387",178,2,"Belted Kingfisher",1200
"6388",178,2,"Black Vulture",1155
"6389",178,2,"Black-and-white Warbler",1200
"6390",178,2,"Blue Grosbeak",1200
"6391",178,2,"Blue Jay",1177
"6392",178,2,"Blue-gray Gnatcatcher",1200
"6393",178,2,"Brown Thrasher",837
"6394",178,2,"Brown-headed Cowbird",1200
"6395",178,2,"Brown-headed Nuthatch",1197
"6396",178,2,"Carolina Chickadee",1198
"6397",178,2,"Carolina Wren",1131
"6398",178,2,"Chimney Swift",1189
"6399",178,2,"Chipping Sparrow",1200
"6400",178,2,"Common Grackle",1174
"6401",178,2,"Common Yellowthroat",1200
"6402",178,2,"Downy Woodpecker",1192
"6403",178,2,"Eastern Bluebird",1197
"6404",178,2,"Eastern Kingbird",1200
"6405",178,2,"Eastern Phoebe",1184
"6406",178,2,"Eastern Towhee",1200
"6407",178,2,"Eastern Wood-Pewee",1200
"6408",178,2,"European Starling",452
"6409",178,2,"Fish Crow",1135
"6410",178,2,"Great Blue Heron",1174
"6411",178,2,"Great Crested Flycatcher",1200
"6412",178,2,"Hairy Woodpecker",1188
"6413",178,2,"House Finch",1121
"6414",178,2,"Indigo Bunting",1200
"6415",178,2,"Killdeer",1146
"6416",178,2,"Mourning Dove",1200
"6417",178,2,"Northern Cardinal",1190
"6418",178,2,"Northern Flicker",1190
"6419",178,2,"Northern Mockingbird",833
"6420",178,2,"Northern Parula",1200
"6421",178,2,"Osprey",1198
"6422",178,2,"Ovenbird",1200
"6423",178,2,"Pileated Woodpecker",1200
"6424",178,2,"Pine Warbler",1200
"6425",178,2,"Red-bellied Woodpecker",1191
"6426",178,2,"Red-eyed Vireo",1107
"6427",178,2,"Red-headed Woodpecker",1198
"6428",178,2,"Red-shouldered Hawk",1167
"6429",178,2,"Red-tailed Hawk",1200
"6430",178,2,"Red-winged Blackbird",1187
"6431",178,2,"Ruby-throated Hummingbird",1200
"6432",178,2,"Scarlet Tanager",1200
"6433",178,2,"Summer Tanager",1200
"6434",178,2,"Tufted Titmouse",1197
"6435",178,2,"Turkey Vulture",3
"6436",178,2,"White-breasted Nuthatch",1180
"6437",178,2,"White-eyed Vireo",1193
"6438",178,2,"Yellow-billed Cuckoo",1200
"6439",178,2,"Yellow-throated Vireo",1200
"6440",178,2,"Yellow-throated Warbler",1200
"6441",178,3,"Acadian Flycatcher",1199
"6442",178,3,"American Crow",1194
"6443",178,3,"American Goldfinch",1198
"6444",178,3,"American Redstart",1199
"6445",178,3,"Barred Owl",1192
"6446",178,3,"Belted Kingfisher",1199
"6447",178,3,"Black Vulture",1131
"6448",178,3,"Black-and-white Warbler",1199
"6449",178,3,"Blue Grosbeak",1199
"6450",178,3,"Blue Jay",1160
"6451",178,3,"Blue-gray Gnatcatcher",1199
"6452",178,3,"Brown Thrasher",848
"6453",178,3,"Brown-headed Cowbird",1199
"6454",178,3,"Brown-headed Nuthatch",1191
"6455",178,3,"Carolina Chickadee",1198
"6456",178,3,"Carolina Wren",1136
"6457",178,3,"Chimney Swift",1182
"6458",178,3,"Chipping Sparrow",1199
"6459",178,3,"Common Grackle",1145
"6460",178,3,"Common Yellowthroat",1199
"6461",178,3,"Downy Woodpecker",1196
"6462",178,3,"Eastern Bluebird",1199
"6463",178,3,"Eastern Kingbird",1199
"6464",178,3,"Eastern Phoebe",1179
"6465",178,3,"Eastern Towhee",1199
"6466",178,3,"Eastern Wood-Pewee",1199
"6467",178,3,"European Starling",436
"6468",178,3,"Fish Crow",1093
"6469",178,3,"Great Blue Heron",1167
"6470",178,3,"Great Crested Flycatcher",1197
"6471",178,3,"Hairy Woodpecker",1196
"6472",178,3,"House Finch",1126
"6473",178,3,"Indigo Bunting",1199
"6474",178,3,"Killdeer",1106
"6475",178,3,"Mourning Dove",1198
"6476",178,3,"Northern Cardinal",1191
"6477",178,3,"Northern Flicker",1169
"6478",178,3,"Northern Mockingbird",783
"6479",178,3,"Northern Parula",1199
"6480",178,3,"Osprey",1190
"6481",178,3,"Ovenbird",1198
"6482",178,3,"Pileated Woodpecker",1197
"6483",178,3,"Pine Warbler",1199
"6484",178,3,"Red-bellied Woodpecker",1191
"6485",178,3,"Red-eyed Vireo",1012
"6486",178,3,"Red-headed Woodpecker",1193
"6487",178,3,"Red-shouldered Hawk",1162
"6488",178,3,"Red-tailed Hawk",1199
"6489",178,3,"Red-winged Blackbird",1176
"6490",178,3,"Ruby-throated Hummingbird",1199
"6491",178,3,"Scarlet Tanager",1199
"6492",178,3,"Summer Tanager",1199
"6493",178,3,"Tufted Titmouse",1197
"6494",178,3,"Turkey Vulture",11
"6495",178,3,"White-breasted Nuthatch",1146
"6496",178,3,"White-eyed Vireo",1186
"6497",178,3,"Yellow-billed Cuckoo",1199
"6498",178,3,"Yellow-throated Vireo",1196
"6499",178,3,"Yellow-throated Warbler",1199
"6500",179,0,"Acadian Flycatcher",1
"6501",179,0,"American Crow",1
"6502",179,0,"American Goldfinch",1
"6503",179,0,"American Redstart",1
"6504",179,0,"Barred Owl",1
"6505",179,0,"Belted Kingfisher",1
"6506",179,0,"Black Vulture",1
"6507",179,0,"Black-and-white Warbler",1
"6508",179,0,"Blue Grosbeak",1
"6509",179,0,"Blue Jay",1
"6510",179,0,"Blue-gray Gnatcatcher",1
"6511",179,0,"Brown Thrasher",1
"6512",179,0,"Brown-headed Cowbird",1
"6513",179,0,"Brown-headed Nuthatch",1
"6514",179,0,"Carolina Chickadee",1
"6515",179,0,"Carolina Wren",1
"6516",179,0,"Chimney Swift",1
"6517",179,0,"Chipping Sparrow",1
"6518",179,0,"Common Grackle",1
"6519",179,0,"Common Yellowthroat",1
"6520",179,0,"Downy Woodpecker",1
"6521",179,0,"Eastern Bluebird",1
"6522",179,0,"Eastern Kingbird",1
"6523",179,0,"Eastern Phoebe",1
"6524",179,0,"Eastern Towhee",1
"6525",179,0,"Eastern Wood-Pewee",1
"6526",179,0,"Fish Crow",1
"6527",179,0,"Great Blue Heron",1
"6528",179,0,"Great Crested Flycatcher",1
"6529",179,0,"Hairy Woodpecker",1
"6530",179,0,"House Finch",1
"6531",179,0,"Indigo Bunting",1
"6532",179,0,"Killdeer",1
"6533",179,0,"Mourning Dove",1
"6534",179,0,"Northern Cardinal",1
"6535",179,0,"Northern Flicker",1
"6536",179,0,"Northern Mockingbird",1
"6537",179,0,"Northern Parula",1
"6538",179,0,"Osprey",1
"6539",179,0,"Ovenbird",1
"6540",179,0,"Pileated Woodpecker",1
"6541",179,0,"Pine Warbler",1
"6542",179,0,"Red-bellied Woodpecker",1
"6543",179,0,"Red-eyed Vireo",1
"6544",179,0,"Red-headed Woodpecker",1
"6545",179,0,"Red-shouldered Hawk",1
"6546",179,0,"Red-tailed Hawk",1
"6547",179,0,"Red-winged Blackbird",1
"6548",179,0,"Ruby-throated Hummingbird",1
"6549",179,0,"Scarlet Tanager",1
"6550",179,0,"Summer Tanager",1
"6551",179,0,"Tufted Titmouse",1
"6552",179,0,"White-breasted Nuthatch",1
"6553",179,0,"White-eyed Vireo",1
"6554",179,0,"Yellow-billed Cuckoo",1
